NPI,Ind_PAC_ID,Provider Last Name,Provider First Name,Provider Middle Name,suff,Procedure_Category,Count,Percentile,Profile_Display_Indicator
1255339180,8729988092,SMITH,DEANE,LANDON,II,Colonoscopy,272,85.0,Y
1255385050,5395860167,DUGGAN,MELL,LEONADIS,JR.,Prostate resection,37,82.0,Y
1255390712,7810976420,ALESSIO,RENO,L,II,Cataract surgery,345,75.0,Y
1255422168,5698661767,MANN,THOMAS,C,JR.,Colonoscopy,45,37.0,Y
1255422168,5698661767,MANN,THOMAS,C,JR.,Hernia repair – groin (open),29,96.0,Y
1255422267,244293355,WILLEKES,LOURENS,J,II,Coronary artery bypass graft (CABG),58,80.0,Y
1255432886,7214830306,HOSAY,JOHN,J,JR.,Prostate resection,14,43.0,Y
1255488128,7517010424,POLKOWSKI,GREGORY,G,II,Hip replacement,67,84.0,Y
1255488128,7517010424,POLKOWSKI,GREGORY,G,II,Knee replacement,68,72.0,Y
1255588810,5799923868,DEPERRO,MICHAEL,P,III,Mastectomy,12,58.0,Y
1255719191,3375858988,MCGEE,ALAN,WAYNE,JR.,Spinal fusion,68,87.0,Y
1255726444,1759707474,RUSH,AUGUSTUS,JOHN,III,Spinal fusion,24,60.0,Y
1265402762,3971644352,SUTTON,JOHN,P,III,Coronary artery bypass graft (CABG),56,79.0,Y
1265402762,3971644352,SUTTON,JOHN,P,III,Pacemaker insertion or repair,89,93.0,Y
1265407340,446202675,PHILLIPS,WILLIAM,F,III,Hip replacement,64,83.0,Y
1265407340,446202675,PHILLIPS,WILLIAM,F,III,Knee replacement,99,83.0,Y
1265435440,4486637816,MCCRARY,MORRIS,E,III,Spinal fusion,12,47.0,Y
1265436521,6103919527,JAMES,RAY,LESTER,JR.,Colonoscopy,126,59.0,Y
1265438253,3072527639,ABERNETHY,WILLIAM,B,III,Coronary angioplasty and stenting,85,89.0,Y
1265440721,2466450457,BOUTIN,FRANK,J,JR.,Hip replacement,19,54.0,Y
1265440721,2466450457,BOUTIN,FRANK,J,JR.,Knee replacement,22,41.0,Y
1265441315,4486627031,BRACK,LAWRENCE,F,III,Cataract surgery,296,72.0,Y
1265449755,7416144290,PADILLA,JOSE,S,JR.,Colonoscopy,133,61.0,Y
1265449755,7416144290,PADILLA,JOSE,S,JR.,Hernia repair (minimally invasive),16,74.0,Y
1265484760,9638069198,STAHL,WILLIAM,G,III,Colonoscopy,307,88.0,Y
1265503882,143346940,MCCORMICK,JOSEPH,C,III,Knee replacement,15,34.0,Y
1265516488,1355328816,MARK,GEORGE,EDWARD,IV,Pacemaker insertion or repair,62,87.0,Y
1265570808,2567518814,CRAWFORD,CHARLES,HOPKINS,III,Spinal fusion,101,95.0,Y
1265632707,6305020165,DIULUS,LEWIS,A,III,Mastectomy,11,56.0,Y
1265710966,1658522180,DAVIS,RICHARD,L,II,Hip replacement,48,76.0,Y
1265710966,1658522180,DAVIS,RICHARD,L,II,Knee replacement,95,82.0,Y
1265725758,3476821547,JONES,OLLIE,DEMARRE,JR.,Colonoscopy,306,88.0,Y
1265843866,6709002298,SCARRITT,THOMAS,VARNON,JR.,Hernia repair – groin (open),33,97.0,Y
1265843866,6709002298,SCARRITT,THOMAS,VARNON,JR.,Hernia repair (minimally invasive),21,82.0,Y
1265964910,7113261314,DOWLING,THOMAS,JOSEPH,III,Spinal fusion,13,48.0,Y
1275500282,5597708750,HAMILTON,JAMES,J,JR.,Hernia repair – groin (open),13,83.0,Y
1275505331,8022907773,HAGY,JOHN,A,JR.,Colonoscopy,30,32.0,Y
1275505331,8022907773,HAGY,JOHN,A,JR.,Hernia repair – groin (open),15,86.0,Y
1275515744,840344032,MASON,JOHN,A,JR.,Hernia repair – groin (open),16,88.0,Y
1275515744,840344032,MASON,JOHN,A,JR.,Hernia repair (minimally invasive),19,79.0,Y
1275523896,1052213048,BALLITCH,HAROLD,A,II,Cataract surgery,250,68.0,Y
1275568297,8921080532,JUNEAU,PATRICK,A,III,Spinal fusion,11,45.0,Y
1275581886,6204862675,ZOPFI,JOHN,P,III,Hernia repair – groin (open),12,81.0,Y
1275582405,6800849100,MANN,JAMES,M,II,Colonoscopy,179,71.0,Y
1275592024,7416097837,JONES,JOHN,P,III,Prostate resection,17,50.0,Y
1275616369,9931012598,DASHER,WILLIAM,B,III,Spinal fusion,73,89.0,Y
1275678740,8325053721,LEYLAND,JOHN,THOMAS,II,Prostate resection,11,35.0,Y
1275736365,5193961753,WHISENHUNT,THOMAS,R,JR.,Spinal fusion,67,87.0,Y
1275762429,143489435,SHANNON,LARRY,ROLAND,II,Spinal fusion,63,85.0,Y
1275772048,8921282609,GOODRICH,RICHARD,P,JR.,Hip replacement,25,60.0,Y
1275772048,8921282609,GOODRICH,RICHARD,P,JR.,Knee replacement,20,39.0,Y
1275775058,2062676687,GULLICKSON,DONALD,E,III,Colonoscopy,184,72.0,Y
1275825135,1557636016,GORDON,CHARLES,MARVIN,JR.,Spinal fusion,114,96.0,Y
1275826901,7810267655,ROAT,JAMES,WILLIAM,JR.,Colonoscopy,169,69.0,Y
1275890436,2860795572,PORTA,MARK,D,JR.,Colonoscopy,165,68.0,Y
1275893216,1557526035,JACOBS,DAVID,CALHOUN,JR.,Colonoscopy,54,40.0,Y
1275895641,7719289230,ELDRINGHOFF,DAVID,M,JR.,Knee replacement,17,36.0,Y
1275953010,5092930156,HENRY,GEORGE,M,JR.,Colonoscopy,27,31.0,Y
1285070771,1456593193,MCCLELLAN,WILLIAM,WALLACE,V,Spinal fusion,69,88.0,Y
1285078568,9234379975,GUNNELLS,DREW,JEFFREY,JR.,Colonoscopy,54,40.0,Y
1285613786,2769453281,MUSSER,CARL,W,JR.,Pacemaker insertion or repair,113,96.0,Y
1285614578,5193621936,TINSLEY,ELLIS,A,JR.,Hernia repair (minimally invasive),14,70.0,Y
1285619163,7113909359,HARRISON,NEWT,P,JR.,Hernia repair (minimally invasive),27,88.0,Y
1285635409,4082795190,CHASTAIN,OSCAR,JACK,III,Coronary artery bypass graft (CABG),19,36.0,Y
1285657908,5193626901,BOATWRIGHT,JOHN,G P,JR.,Cataract surgery,555,86.0,Y
1285699496,1658302872,KOLCZUN,MICHAEL,C,II,Hip replacement,57,80.0,Y
1285699496,1658302872,KOLCZUN,MICHAEL,C,II,Knee replacement,98,83.0,Y
1285778613,3375643737,BENEDICT,WILLIAM,J,JR.,Spinal fusion,23,59.0,Y
1285837278,2860642741,SAVAGE,ALBERT,JAMESON,IV,Hip replacement,70,85.0,Y
1285837278,2860642741,SAVAGE,ALBERT,JAMESON,IV,Knee replacement,54,65.0,Y
1285885988,648304493,IRIONS,EDDIE,L,JR.,Colonoscopy,278,85.0,Y
1285895227,1850557968,HINSON,JEFFERY,C,JR.,Cataract surgery,1222,97.0,Y
1295056067,3173779378,BROWN,CECIL,E,JR.,Colonoscopy,136,61.0,Y
1295056067,3173779378,BROWN,CECIL,E,JR.,Hernia repair – groin (open),27,95.0,Y
1295140747,8729374269,CARNES,ALAN,K,JR.,Prostate resection,12,38.0,Y
1295717478,840266276,WEYMAN,RICHARD,L,IV,Colonoscopy,628,99.0,Y
1295735793,4082607312,BAUCUM,RALPH,W,III,Coronary angioplasty and stenting,26,44.0,Y
1295735793,4082607312,BAUCUM,RALPH,W,III,Pacemaker insertion or repair,27,74.0,Y
1295736510,3072527571,HELMKE,HAROLD,W,III,Coronary angioplasty and stenting,29,48.0,Y
1295742898,6608859095,SWAIN,TIMOTHY,W,III,Coronary artery bypass graft (CABG),33,53.0,Y
1295744225,3173575040,MARCH,NORRIS,E,IV,Colonoscopy,77,47.0,Y
1295744225,3173575040,MARCH,NORRIS,E,IV,Pacemaker insertion or repair,12,64.0,Y
1295744720,3779516513,BOUVIER,JOSEPH,PETER,JR.,Cataract surgery,557,86.0,Y
1295770345,3173665817,RHODES,DONALD,WILLIAM,JR.,Coronary angioplasty and stenting,71,84.0,Y
1295770345,3173665817,RHODES,DONALD,WILLIAM,JR.,Pacemaker insertion or repair,28,74.0,Y
1295787356,9537269113,FIERRO,VINCENT,S,JR.,Colonoscopy,93,51.0,Y
1295794212,7416990916,JAKUBS,EDWARD,JOSEPH,JR.,Colonoscopy,67,44.0,Y
1295799849,5193614519,CROLEY,JAMES,E,III,Cataract surgery,366,77.0,Y
1295801082,7719978295,KOZIARA,FRANK,J,II,Colonoscopy,434,96.0,Y
1295815538,2668545302,SUTTON,FRED,M,JR.,Colonoscopy,23,29.0,Y
1295818201,8224293451,FELDMAN,MARK,E,JR.,Mastectomy,14,62.0,Y
1295834166,7416973722,YELVERTON,RICHARD,L,JR.,Hernia repair (minimally invasive),27,88.0,Y
1295837755,8628019460,ROSEBROUGH,CARL,W,JR.,Cataract surgery,123,55.0,Y
1295885853,6204989379,GREINER,ROBERT,F,II,Hip replacement,12,44.0,Y
1295885853,6204989379,GREINER,ROBERT,F,II,Knee replacement,39,56.0,Y
1295915684,3870647902,ZAMBELLI,GEORGE,R,JR.,Cataract surgery,519,84.0,Y
1295978443,5193033538,JONES,CHARLES,I,III,Spinal fusion,32,67.0,Y
1295983567,6002053709,BERKBIGLER,THOMAS,P,JR.,Hip replacement,11,42.0,Y
1295983567,6002053709,BERKBIGLER,THOMAS,P,JR.,Knee replacement,62,70.0,Y
1295990471,4981881166,WERNER,STEVEN,DOUGLAS,JR.,Hip replacement,181,99.0,Y
1295990471,4981881166,WERNER,STEVEN,DOUGLAS,JR.,Knee replacement,222,97.0,Y
1306056379,3971657354,SCORDINO,JOSEPH,F,III,Hip replacement,35,68.0,Y
1306056379,3971657354,SCORDINO,JOSEPH,F,III,Knee replacement,73,75.0,Y
1306059613,3870648819,OGBURN,CHARLES,L,III,Hip replacement,34,67.0,Y
1306165733,9133437932,OLSON,LOYD,B,III,Colonoscopy,143,63.0,Y
1306165733,9133437932,OLSON,LOYD,B,III,Hernia repair – groin (open),17,89.0,Y
1306251947,749405835,KEMP,WILLIAM,J,III,Spinal fusion,78,90.0,Y
1306802350,648256818,MASTRANGELO,MICHAEL,J,JR.,Colonoscopy,17,26.0,Y
1306802350,648256818,MASTRANGELO,MICHAEL,J,JR.,Hernia repair – groin (open),26,95.0,Y
1306802350,648256818,MASTRANGELO,MICHAEL,J,JR.,Hernia repair (minimally invasive),43,96.0,Y
1306806682,7810959418,RANTIS,PETER,C,JR.,Colonoscopy,74,46.0,Y
1306806682,7810959418,RANTIS,PETER,C,JR.,Hernia repair – groin (open),15,86.0,Y
1306806682,7810959418,RANTIS,PETER,C,JR.,Hernia repair (minimally invasive),11,62.0,Y
1306807458,6608979927,TRAVERSE,JAY,H,III,Coronary angioplasty and stenting,71,84.0,Y
1306836531,3971575499,TREASURE,CHARLES,B,II,Pacemaker insertion or repair,25,73.0,Y
1306855861,2769580653,CUNNINGHAM,ROBERT,D,JR.,Cataract surgery,204,64.0,Y
1306878764,2668374109,MASON,ROY,C,JR.,Prostate resection,31,75.0,Y
1306886296,9436188406,SMITH,MYRON,W,III,Hip replacement,46,75.0,Y
1306886296,9436188406,SMITH,MYRON,W,III,Knee replacement,97,83.0,Y
1306890207,9739275231,KITTRELL,WILLIAM,L,JR.,Colonoscopy,101,53.0,Y
1306890207,9739275231,KITTRELL,WILLIAM,L,JR.,Hernia repair (minimally invasive),27,88.0,Y
1306892559,4183669625,TOMPKINS,RODERICK,J,JR.,Colonoscopy,20,27.0,Y
1306892559,4183669625,TOMPKINS,RODERICK,J,JR.,Hernia repair – groin (open),21,92.0,Y
1306920269,4587644125,SKETCH,MICHAEL,H,JR.,Coronary angioplasty and stenting,32,52.0,Y
1306921978,1456487222,OSHEA,JOHN,J,JR.,Knee replacement,88,80.0,Y
1306952221,42211294,MAXWELL,PINCKNEY,J,IV,Colonoscopy,175,70.0,Y
1316005614,1254350556,BUCKLEY,RICHARD,J,JR.,Hernia repair (minimally invasive),14,70.0,Y
1316025505,4082501713,PERCELL,ROBERT,L,JR.,Pacemaker insertion or repair,148,98.0,Y
1316026412,7911940770,FRANKO,EDWARD,R,JR.,Colonoscopy,411,95.0,Y
1316089535,2466553813,BAIRD,ROBERT,C,III,Hip replacement,104,93.0,Y
1316089535,2466553813,BAIRD,ROBERT,C,III,Knee replacement,139,91.0,Y
1316093180,5193825404,DETTERLINE,ALVIN,J,IV,Knee replacement,42,58.0,Y
1316213747,648508796,FEAKER,DAVID,A,JR.,Hip replacement,15,48.0,Y
1316213747,648508796,FEAKER,DAVID,A,JR.,Knee replacement,15,34.0,Y
1316903396,8527012772,BLACK,CLIFFORD,P,JR.,Colonoscopy,15,25.0,Y
1316910037,3971557299,SUNDT,THORALF,M,III,Coronary artery bypass graft (CABG),19,36.0,Y
1316913635,8921193723,DIETZE,DONALD,D,JR.,Spinal fusion,22,58.0,Y
1316927544,9931199635,MAGERA,JAMES,S,JR.,Prostate resection,19,55.0,Y
1316940174,8921172503,JOHNSTON,JAMES,L,JR.,Cataract surgery,355,76.0,Y
1316940513,2264442920,MINNING,CARL,A,JR.,Cataract surgery,177,61.0,Y
1316941016,9931167947,GRAF,CURTIS,M,JR.,Cataract surgery,708,91.0,Y
1316943210,6901883131,IDOM,CHARLES,B,JR.,Prostate resection,31,75.0,Y
1316944622,6406818905,WHITBECK,M,GORDON,JR.,Spinal fusion,64,86.0,Y
1316947344,3173676707,MCMINN,THOMAS,R,JR.,Coronary angioplasty and stenting,54,74.0,Y
1316955495,7012987639,HADDAD,CHARLES,G,JR.,Knee replacement,47,61.0,Y
1316960842,2062487457,WILLIS,BYRON,H,JR.,Spinal fusion,121,97.0,Y
1316991672,9739089442,OTT,ROGER,ARTHUR,JR.,Colonoscopy,231,79.0,Y
1316991672,9739089442,OTT,ROGER,ARTHUR,JR.,Mastectomy,12,58.0,Y
1316998834,9032015300,CERNY,JOSEPH,C,JR.,Prostate resection,13,40.0,Y
1326012279,4587651575,MCGOUGH,RICHARD,L,III,Hip replacement,18,52.0,Y
1326012279,4587651575,MCGOUGH,RICHARD,L,III,Knee replacement,24,43.0,Y
1326015421,547354656,SANDO,RALPH,S,JR.,Cataract surgery,369,77.0,Y
1326018581,2961306428,WILLIAMS,ALONZO,D,SR.,Colonoscopy,659,99.0,Y
1326029125,7911919279,EDWARDS,THOMAS,ELLOIT,JR.,Cataract surgery,497,84.0,Y
1326035841,2264410729,TAMBERELLA,MICHAEL,R,III,Coronary angioplasty and stenting,42,63.0,Y
1326045113,8123091196,NOLD,RONALD,JOSEPH,JR.,Colonoscopy,61,43.0,Y
1326052234,8325140171,BERGSMA,DONALD,R,JR.,Cataract surgery,250,68.0,Y
1326064601,3779653340,WATERER,HENRY,C,III,Coronary angioplasty and stenting,33,54.0,Y
1326070871,1052201274,DIZON,ERNESTO,G,JR.,Colonoscopy,81,48.0,Y
1326070871,1052201274,DIZON,ERNESTO,G,JR.,Hernia repair (minimally invasive),11,62.0,Y
1326073719,840471645,WALSH,JOHN,J,JR.,Hernia repair – groin (open),32,97.0,Y
1326076274,5597744029,MOORE,WISTAR,T,III,Coronary artery bypass graft (CABG),16,32.0,Y
1326087354,4183522717,BUNDRICK,WILLIAM,S,JR.,Prostate resection,37,82.0,Y
1326094806,3072614361,ROTEN,DONALD,PERRIN,JR.,Colonoscopy,134,61.0,Y
1326094806,3072614361,ROTEN,DONALD,PERRIN,JR.,Hernia repair – groin (open),22,93.0,Y
1326095241,244367670,KEHOE,JAMES,LAWRENCE,IV,Hip replacement,17,51.0,Y
1326095241,244367670,KEHOE,JAMES,LAWRENCE,IV,Knee replacement,32,50.0,Y
1326096496,6709869431,LUCAS,DAVID,G,JR.,Hernia repair (minimally invasive),52,97.0,Y
1326099698,1951310721,PETROW,EDWARD,PHILLIP,JR.,Hip replacement,93,91.0,Y
1326099698,1951310721,PETROW,EDWARD,PHILLIP,JR.,Knee replacement,212,97.0,Y
1326146911,1850304031,SPIVEY,OSCAR,S,JR.,Prostate resection,21,59.0,Y
1326153149,9335112093,COPELAND,GEORGE,EDWARD,III,Hernia repair (minimally invasive),21,82.0,Y
1326153149,9335112093,COPELAND,GEORGE,EDWARD,III,Mastectomy,26,77.0,Y
1326153925,5799681243,BOGGUS,VAN,B,JR.,Knee replacement,12,31.0,Y
1326205113,6204090566,YOUNG,BENJAMIN,E,II,Colonoscopy,105,54.0,Y
1326206632,2163744343,YOE,ROBERT,HOYT,IV,Coronary angioplasty and stenting,27,46.0,Y
1326213380,2365576204,BUSCHEMEYER,WILLIAM,COOPER,III,Prostate resection,44,88.0,Y
1326250036,5698915569,LUKE,WILLIAM,DOUGLAS,JR.,Coronary angioplasty and stenting,16,30.0,Y
1326307687,5092954461,GILL,THOMAS,W,JR.,Hip replacement,47,75.0,Y
1326307687,5092954461,GILL,THOMAS,W,JR.,Knee replacement,70,73.0,Y
1326332024,7113142753,KIRBY,EDGAR,WILSON,IV,Prostate resection,27,70.0,Y
1326350570,648572123,BRADENHAM,BEN,PERSONS,JR.,Colonoscopy,236,80.0,Y
1326422171,4284942996,SHELLEY,ROBERT,JOHN,JR.,Hip replacement,81,88.0,Y
1326422171,4284942996,SHELLEY,ROBERT,JOHN,JR.,Knee replacement,77,76.0,Y
1326483678,8325391899,JONES,TONYE,A,JR.,Prostate resection,28,71.0,Y
1336105048,7416128442,PEABODY,DANIEL,P,III,Colonoscopy,223,78.0,Y
1336105048,7416128442,PEABODY,DANIEL,P,III,Hernia repair (minimally invasive),14,70.0,Y
1336106301,345255816,JURIGE,JOHN,HANNAI,JR.,Prostate resection,18,52.0,Y
1336112416,3072572973,GAVIN,JOHN,ROBERT,JR.,Knee replacement,16,35.0,Y
1336124338,6406805548,FLOOD,ROY,DEVONNE,JR.,Coronary angioplasty and stenting,61,78.0,Y
1336136837,5991763302,ELINE,EUGENE,A,JR.,Spinal fusion,65,86.0,Y
1336143205,5991845109,MESS,CHARLES,F,JR.,Hip replacement,21,56.0,Y
1336145903,8820174907,GILLELAND,WILLIAM,N,JR.,Colonoscopy,30,32.0,Y
1336145903,8820174907,GILLELAND,WILLIAM,N,JR.,Hernia repair (minimally invasive),18,78.0,Y
1336169952,345262945,MILLER,ARCHIBALD,S,III,Mastectomy,19,70.0,Y
1336182310,5193797454,BEALKA,NEIL,M,JR.,Cataract surgery,209,64.0,Y
1336188192,9335108117,AINSWORTH,WILLIAM,N,IV,Cataract surgery,491,83.0,Y
1336231489,9436183910,BROWN,JAMES,S,III,Cataract surgery,523,85.0,Y
1336244839,8123024148,MACKEY,RICHARD,ALAN,JR.,Hernia repair (minimally invasive),11,62.0,Y
1336253236,2961306154,BLACKARD,WILLIAM,GRIFFITH,JR.,Colonoscopy,117,57.0,Y
1336330778,2466527924,JOSEPH,SAMUEL,A,JR.,Spinal fusion,73,89.0,Y
1336346808,7315093127,HOCHSTETLER,MARION,R,JR.,Coronary artery bypass graft (CABG),29,49.0,Y
1336346808,7315093127,HOCHSTETLER,MARION,R,JR.,Pacemaker insertion or repair,90,93.0,Y
1336361559,4587848023,GIBSON,GEORGE,V,JR.,Hip replacement,40,71.0,Y
1336361559,4587848023,GIBSON,GEORGE,V,JR.,Knee replacement,30,49.0,Y
1336368661,1153509039,BAILEY,MARK,STUART,JR.,Knee replacement,26,45.0,Y
1336375484,5496800682,BAUM,LAWRENCE,O,III,Prostate resection,61,94.0,Y
1336464676,6800039793,TURNAGE,THOMAS,A,II,Pacemaker insertion or repair,41,80.0,Y
1336568054,9436375532,GILLESPIE,WILLIAM,MEEK,IV,Colonoscopy,200,75.0,Y
1346202330,2163535097,SARAVITZ,EUGENE,M,JR.,Cataract surgery,93,52.0,Y
1346215209,1658459375,TABOR,OWEN,B,JR.,Hip replacement,101,92.0,Y
1346215209,1658459375,TABOR,OWEN,B,JR.,Knee replacement,124,88.0,Y
1346226354,42257016,MEINE,FREDERICK,JAMES,III,Coronary angioplasty and stenting,150,98.0,Y
1346244779,5597652370,MATTAX,JAMES,B,JR.,Cataract surgery,569,86.0,Y
1346260999,8921105875,KAYSER,ROBERT,G,JR.,Coronary angioplasty and stenting,40,61.0,Y
1346270774,3870514862,RICHARDS,ROBERT,NATHANIEL,JR.,Knee replacement,25,44.0,Y
1346276235,2163427006,SHERROD,CHARLES,F,III,Cataract surgery,656,89.0,Y
1346333655,8123094612,KORNDORFFER,JAMES,RALPH,JR.,Hernia repair – groin (open),12,81.0,Y
1346337946,9436223641,CONNOLLY,JOHN,PATRICK,III,Mastectomy,14,62.0,Y
1346354081,4789689688,WILSON,WOODIE,J,JR.,Prostate resection,24,65.0,Y
1346491818,1254575459,GANGEL,MICHAEL,G,JR.,Prostate resection,50,91.0,Y
1346509718,345480083,PARKER,JOHN,S,JR.,Cataract surgery,223,65.0,Y
1346534849,4587911300,MATHERNE,LOUIS,DEMBRUN,IV,Hernia repair (minimally invasive),16,74.0,Y
1346568508,2466604319,TYSON,MARK,D,II,Prostate resection,26,68.0,Y
1346569589,1355690165,WRIGHT,ERNEST,J,III,Spinal fusion,121,97.0,Y
1346625944,1052712247,PHILLIPS,JAMES,D,JR.,Knee replacement,53,65.0,Y
1356301410,9335172089,MILLS,JAMES,CASPER,III,Hip replacement,18,52.0,Y
1356301410,9335172089,MILLS,JAMES,CASPER,III,Knee replacement,36,53.0,Y
1356302855,648443697,NOVAK,VICTOR,F.,II,Colonoscopy,34,33.0,Y
1356315626,446323711,TOLENTINO,MARIANO,V,JR.,Prostate resection,23,63.0,Y
1356315766,8628129707,MADDOX,SPENCER,F,III,Cataract surgery,278,70.0,Y
1356317002,8123185162,LONG,ROBERT,L,JR.,Prostate resection,25,67.0,Y
1356327910,9830182344,YAPP,ROCKFORD,G,III,Colonoscopy,207,76.0,Y
1356330955,7113005810,SCALISE,PETER,P,III,Coronary angioplasty and stenting,53,73.0,Y
1356333421,9234164849,NEWTON,JOSEPH,R,JR.,Coronary artery bypass graft (CABG),49,73.0,Y
1356340574,8123181260,DUGAN,JOHN,T,II,Cataract surgery,350,75.0,Y
1356346910,8426143579,HARRIS,DAVID,JOSEPH,JR.,Cataract surgery,295,72.0,Y
1356361919,7416953583,CODELLA,MARK,S,SR.,Colonoscopy,241,81.0,Y
1356431902,5799820817,KUEMMERLE,JOHN,F,JR.,Colonoscopy,11,22.0,Y
1356440234,244300200,SCANLON,PATRICK,H,JR.,Hernia repair (minimally invasive),14,70.0,Y
1356440234,244300200,SCANLON,PATRICK,H,JR.,Mastectomy,16,66.0,Y
1356504682,5294998910,HOGAN,REED,BLANCHARD,III,Colonoscopy,358,92.0,Y
1356524854,8022164441,PICCIOCCA,RICHARD,G,JR.,Hernia repair (minimally invasive),15,72.0,Y
1356545040,1557537305,JOHNSON,VAN,A,JR.,Colonoscopy,11,22.0,Y
1356582886,2466577036,CUNNINGHAM,PAUL,Y,III,Coronary angioplasty and stenting,31,51.0,Y
1356630735,5294081279,REINTJES,STEPHEN,L,JR.,Spinal fusion,144,98.0,Y
1356793269,9234424946,MORTON,KEVIN,DWIGHT,JR.,Colonoscopy,91,51.0,Y
1366407322,5799798914,HARTMAN,KENNETH,J,JR.,Hernia repair (minimally invasive),26,87.0,Y
1366407322,5799798914,HARTMAN,KENNETH,J,JR.,Mastectomy,23,74.0,Y
1366411027,6709840267,SEYMOUR,MORRIS,B,JR.,Spinal fusion,119,96.0,Y
1366414732,3577594134,CENAC,CHRISTOPHER,E,JR.,Spinal fusion,143,98.0,Y
1366422685,4486677242,MCKENZIE,JOHN,P,III,Pacemaker insertion or repair,108,96.0,Y
1366425183,5597662163,ADLER,STUART,WELSH,II,Pacemaker insertion or repair,66,88.0,Y
1366425704,2062309560,BUCCI,FRANK,A,JR.,Cataract surgery,1079,96.0,Y
1366432361,9830175801,THOMPSON,ROBERT,W,JR.,Cataract surgery,18,37.0,Y
1366432924,6002918190,BAUER,ROBERT,M,II,Cataract surgery,1151,96.0,Y
1366441354,2163412180,MINISSALE,JOSEPH,J,JR.,Colonoscopy,48,38.0,Y
1366445520,7618863234,GILLESPIE,WILLIAM,MEEK,III,Cataract surgery,893,94.0,Y
1366447328,941499016,BRUNING,CARL,OTTO,III,Prostate resection,30,74.0,Y
1366447559,7810896115,MANN,PAUL,MICHAEL,SR.,Cataract surgery,255,68.0,Y
1366489270,4688678691,TOZER,KENNETH,H,II,Colonoscopy,193,73.0,Y
1366527418,5294835211,CALANDRA,CARL,J,III,Colonoscopy,260,83.0,Y
1366544868,5395728323,SCHMIDT,RHYS,T,III,Mastectomy,59,92.0,Y
1366872020,1850721994,SCHUSTERMAN,MARK,A,II,Mastectomy,25,77.0,Y
1376506360,2062306335,PAGET,CHARLES,J,III,Colonoscopy,76,47.0,Y
1376506774,5193932606,JOHNSON,WILLIAM,ARNOLD,JR.,Cataract surgery,244,67.0,Y
1376526491,7810176641,BEVERLY,DAVID,T,IV,Cataract surgery,62,48.0,Y
1376530816,3375533227,FORTENBERRY,FRAZIER,T,JR.,Prostate resection,46,89.0,Y
1376532093,8729208202,SALDUA,NEIL,N,JR.,Spinal fusion,16,52.0,Y
1376546101,345225033,DUFFY,FREDERICK,J,JR.,Mastectomy,43,87.0,Y
1376547075,9638261944,YOUNG,FRANK,C,III,Cataract surgery,467,82.0,Y
1376550459,244268316,SCHICK,HAROLD,L,JR.,Cataract surgery,79,50.0,Y
1376583526,5294799748,TATE,CHARLES,WILLIAM,III,Pacemaker insertion or repair,67,88.0,Y
1376595256,345228789,GOMEZ,JAIME,SALVADOR,JR.,Coronary angioplasty and stenting,15,29.0,Y
1376614768,8820273519,HELLMANN,JOSEPH,RAYMOND,JR.,Knee replacement,96,82.0,Y
1376631556,2466496146,SANDERS,HENRY,JOHN,IV,Cataract surgery,142,57.0,Y
1376632307,840254819,AZAR,GEORGE,J,III,Colonoscopy,23,29.0,Y
1376632307,840254819,AZAR,GEORGE,J,III,Hernia repair – groin (open),13,83.0,Y
1376632307,840254819,AZAR,GEORGE,J,III,Hernia repair (minimally invasive),16,74.0,Y
1376632307,840254819,AZAR,GEORGE,J,III,Mastectomy,13,60.0,Y
1376646505,8921996869,OSWALT,GUY,C,JR.,Prostate resection,15,46.0,Y
1376655126,2466403613,JORDAN,ARTHUR,JOSEPH,JR.,Cataract surgery,808,92.0,Y
1376682856,5193792133,STOWE,ARTHUR,C,JR.,Colonoscopy,153,65.0,Y
1376721142,446397434,PANETTA,JAMES,D,JR.,Colonoscopy,170,69.0,Y
1376730093,4789854043,MANUNGA,JESSE,M,JR.,Spinal fusion,60,84.0,Y
1376766816,2062451958,ESSEPIAN,JOHN,P,III,Cataract surgery,662,89.0,Y
1376897629,1557659117,BROOKOVER,ROBERT,E,II,Colonoscopy,28,31.0,Y
1376938530,1951611383,OLDFIELD,EDWARD,CHARLES,IV,Colonoscopy,207,76.0,Y
1376955047,1759601735,MCCARTY,THOMAS,R,III,Colonoscopy,98,52.0,Y
1386601904,4284802901,STEIGLEMAN,WALTER,ALLAN,III,Cataract surgery,90,52.0,Y
1386606218,143298612,WOLF,CURTIS,V,II,Cataract surgery,510,84.0,Y
1386610194,2961503743,LYONS,MAURICE,I,JR.,Coronary artery bypass graft (CABG),11,26.0,Y
1386614238,1153213970,CULCLASURE,JAMES,W,JR.,Cataract surgery,347,75.0,Y
1386616019,6608777800,MONTOYA,CARLOS,F,JR.,Cataract surgery,336,75.0,Y
1386631976,9638144165,CURLEE,PATRICK,MATTHEW,SR.,Spinal fusion,46,77.0,Y
1386634590,9830101682,RIMMER,DOUGLAS,EDWARD,JR.,Colonoscopy,482,97.0,Y
1386641157,5092846451,LEAVELL,BYRD,STUART,JR.,Colonoscopy,104,54.0,Y
1386646644,3678522414,EVANS,JOHN,DENOON,JR.,Cataract surgery,18,37.0,Y
1386724334,8224223375,PASQUALE,AUGUST,C,III,Cataract surgery,304,72.0,Y
